"<ID|readonly|noverify>";"<English>";"<French>";"<Italian>";"<German>";"<Spanish>";"<Russian>";"<Polish>";"<Czech>";"<Turkish>";"<Chinese>";"<Japanese>";"<Portuguese>";"<Ukrainian>";"<Serbian>";"<Hungarian>";"<Korean>";"<Belarusian>";"<Romanian>";"<TChinese>";"<HChinese>";"<Comments>";"<max_chars>"
"engine_model/14n-48";"
Engine model: 14N-48";"14N-48";"14N-48";"14N-48";"14N-48";"14N-48";"14N-48";"14N-48";"14N-48";"14N-48";"14N-48";"14N-48";"14N-48";"14N-48";"14N-48";"14N-48";"14N-48";"14N-48";"14N-48";"14N-48";;
"engine_model/atar_101e5";"
Engine model: Atar 101E5";"Atar 101E5";"Atar 101E5";"Atar 101E5";"Atar 101E5";"Atar 101E5";"Atar 101E5";"Atar 101E5";"Atar 101E5";"阿\t塔 101E5";"Atar 101E5";"Atar 101E5";"Atar 101E5";"Atar 101E5";"Atar 101E5";"아타 101E5";"Atar 101E5";"Atar 101E5";"阿\t塔\t爾 101E5";"“阿\t塔\t尔”\t101E5";;
"engine_model/tay_mk250";"
Engine model: Tay Mk. 250";"Tay Mk. 250";"Tay Mk. 250";"Tay Mk. 250";"Tay Mk. 250";"Tay Mk. 250";"Tay Mk. 250";"Tay Mk. 250";"Tay Mk. 250";"泰 Mk. 250";"Tay Mk. 250";"Tay Mk. 250";"Tay Mk. 250";"Tay Mk. 250";"Tay Mk. 250";"Tay Mk. 250";"Tay Mk. 250";"Tay Mk. 250";"泰 Mk. 250";"“泰”\tMk. 250";;
"engine_model/r-1535-2";"
Engine model: R-1535-2";"R-1535-2";"R-1535-2";"R-1535-2";"R-1535-2";"R-1535-2";"R-1535-2";"R-1535-2";"R-1535-2";"R-1535-2";"R-1535-2";"R-1535-2";"R-1535-2";"R-1535-2";"R-1535-2";"R-1535-2";"R-1535-2";"R-1535-2";"R-1535-2";"R-1535-2";;
"engine_model/peregrine_1";"
Engine model: Peregrine I";"Peregrine I";"Peregrine I";"Peregrine I";"Peregrine I";"Peregrine I";"Peregrine I";"Peregrine I";"Peregrine I";"游\t隼 I";"Peregrine I";"Peregrine I";"Peregrine I";"Peregrine I";"Peregrine I";"페레그린 I";"Peregrine I";"Peregrine I";"遊\t隼 I";"“游\t隼”\tI";;
"engine_model/atsuta_21";"
Engine model: Atsuta 21";"Atsuta 21";"Atsuta 21";"Atsuta 21";"Atsuta 21";"Atsuta 21";"Atsuta 21";"Acuta 21";"Atsuta 21";"热\t田\t二\t一\t型";"アツタ 21";"Atsuta 21";"Atsuta 21";"Atsuta 21";"Acuta 21";"아츠타 21";"Atsuta 21";"Atsuta 21";"熱\t田\t二\t一\t型";"热\t田\t二\t一\t型";;
"engine_model/1710-33";"
Engine model: V-1710-33";"V-1710-33";"V-1710-33";"V-1710-33";"V-1710-33";"V-1710-33";"V-1710-33";"V-1710-33";"V-1710-33";"V-1710-33";"V-1710-33";"V-1710-33";"V-1710-33";"V-1710-33";"V-1710-33";"V-1710-33";"V-1710-33";"V-1710-33";"V-1710-33";"V-1710-33";;
"engine_model/griffon-83";"
Engine model: Griffon-83";"Griffon-83";"Griffon-83";"Griffon-83";"Griffon-83";"Griffon-83";"Griffon-83";"Griffon 83";"Griffon-83";"兀\t鹫\t-83";"グリフォン-83";"Griffon-83";"Griffon-83";"Griffon-83";"Griffon 83";"그리폰-83";"Griffon-83";"Griffon-83";"格\t里\t芬 83";"“兀\t鹫”\t83";;
"engine_model/r1830-s1c3-g";"
Engine model: R-1830-S1C3-G";"R-1830-S1C3-G";"R-1830-S1C3-G";"R-1830-S1C3-G";"R-1830-S1C3-G";"R-1830-S1C3-G";"R-1830-S1C3-G";"R-1830-S1C3-G";"R-1830-S1C3-G";"R-1830-S1C3-G";"R-1830-S1C3-G";"R-1830-S1C3-G";"R-1830-S1C3-G";"R-1830-S1C3-G";"R-1830-S1C3-G";"R-1830-S1C3-G";"R-1830-S1C3-G";"R-1830-S1C3-G";"R-1830-S1C3-G";"R-1830-S1C3-G";;
"engine_model/ha_45_type_99";"
Engine model: Ha-45 type 99";"Ha-45 type 99";"Ha-45 tipo 99";"Ha-45 Typ 99";"Ha-45 tipo 99";"Ха-45 Тип 99";"Ha-45 typ 99";"Ha-45 typ 99";"Ha-45 Tip 99";"Ha-25";"Ha-45 タイプ 99";"Ha-45 type 99";"Ha-45 type 99";"Ha-45 type 99";"Ha-45 99-es típus";"99식 하-45";"Ха-45 Тип 99";"Ha-45 type 99";"Ha-25";"99\t式 Ha-45 发\t动\t机";;
"engine_model/M-87A";"
Engine model: M-87A";"M-87A";"M-87A";"M-87A";"M-87A";"M-87A";"M-87A";"M-87A";"M-87A";"M-87A";"M-87A";"M-87A";"M-87A";"M-87A";"M-87A";"M-87A";"M-87A";"M-87A";"M-87A";"M-87A";;
"engine_model/M-87";"
Engine model: M-87";"M-87";"M-87";"M-87";"M-87";"M-87";"M-87";"M-87";"M-87";"M-87";"M-87";"M-87";"M-87";"M-87";"M-87";"M-87";"M-87";"M-87";"M-87";"M-87";;
"engine_model/kestrel_iis";"
Engine model: Kestrel Mk. IIS";"Kestrel IIS";"Kestrel IIS";"Kestrel IIS";"Kestrel IIS";"Kestrel IIS";"Kestrel IIS";"Kestrel IIS";"Kestrel IIS";"茶\t隼 IIS";"Kestrel IIS";"Kestrel IIS";"Kestrel IIS";"Kestrel IIS";"Kestrel IIS";"케스트렐 IIS";"Kestrel IIS";"Kestrel IIS";"茶\t隼 IIS";"“茶\t隼”\tIIS";;
"engine_model/kestrel_iv";"
Engine model: Kestrel Mk. IV";"Kestrel IV";"Kestrel IV";"Kestrel IV";"Kestrel IV";"Kestrel IV";"Kestrel IV";"Kestrel IV";"Kestrel IV";"茶\t隼 IV";"Kestrel IV";"Kestrel IV";"Kestrel IV";"Kestrel IV";"Kestrel IV";"케스트렐 IV";"Kestrel IV";"Kestrel IV";"茶\t隼 IV";"“茶\t隼”\tIV";;
"engine_model/kestrel_vfp";"
Engine model: Kestrel Mk. VFP";"Kestrel VFP";"Kestrel VFP";"Kestrel VFP";"Kestrel VFP";"Kestrel VFP";"Kestrel VFP";"Kestrel VFP";"Kestrel VFP";"茶\t隼 VFP";"Kestrel VFP";"Kestrel VFP";"Kestrel VFP";"Kestrel VFP";"Kestrel VFP";"케스트렐 VFP";"Kestrel VFP";"Kestrel VFP";"茶\t隼 VFP";"“茶\t隼”\tVFP";;
"engine_model/ha_43_42";"
Engine model: Ha-43-42";"Ha-43-42";"Ha-43-42";"Ha-43-42";"Ha-43-42";"Ха-43-42";"Ha-43-42";"Ha-43-42";"Ha-43-42";"Ha-43-42";"ハ\t43-42";"Ha-43-42";"Ha-43-42";"Ha-43-42";"Ha-43-42";"하-43-42";"Ха-43-42";"Ha-43-42";"Ha-43-42";"Ha-43-42";;
"engine_model/ha9_IId";"
Engine model: Ha-9-2B";"Ha-9-2B";"Ha-9-2B";"Ha-9-2B";"Ha-9-2B";"Ха-9-2Б";"Ha-9-2B";"Ha-9-2B";"Ha-9-2B";"Ha-9-II 乙";"ハ\t9-2B";"Ha-9-2B";"Ha-9-2B";"Ha-9-2B";"Ha-9-2B";"하-9-II을";"Ха-9-2Б";"Ha-9-2B";"Ha-9-II 乙";"Ha-9-II 乙";;
"engine_model/IAR-14KIVc32";"
Engine model: IAR-14KIVc32";"IRA-14KIVc32";"IAR-14KIVc32";"IAR-14KIVc32";"IAR-14KIVc32";"IAR-14KIVc32";"IAR-14KIVc32";"IAR-14KIVc32";"IAR-14KIVc32";"14K IVc 32";"IAR-14KIVc32";"IAR-14KIVc32";"IAR-14KIVc32";"IAR-14KIVc32";"IAR-14KIVc32";"IAR-14KIVc32";"IAR-14KIVc32";"IAR-14KIVc32";"IAR-14KIVc32";"IAR-14KIVc32";;
"engine_model/IAR-14KIIc32";"
Engine model: 14K II c32";"14K II c32";"14K II c32";"14K II c32";"14K II c32";"14K II c32";"14K II c32";"14K II c32";"14K II c32";"14K IIc 32";"14K II c32";"14K II c32";"14K II c32";"14K II c32";"14K II c32";"14K II c32";"14K II c32";"14K II c32";"14K II c32";"14K II c32";;
"engine_model/db_601f";"
Engine model: DB-601F";"DB-601F";"DB-601F";"DB-601F";"DB-601F";"DB-601F";"DB-601f";"DB-601F";"DB-601F";"DB-601F";"DB-601F";"DB-601F";"DB-601F";"DB-601F";"DB 601F";"DB-601F";"DB-601F";"DB-601F";"DB-601F";"DB-601F";;
"engine_model/db_605b";"
Engine model: DB-605B";"DB-605B";"DB-605B";"DB-605B";"DB-605B";"DB-605B";"DB-605B";"DB 605 B";"DB-605B";"DB-605B";"DB-605B";"DB-605B";"DB-605B";"DB-605B";"DB 605B";"DB-605B";"DB-605B";"DB-605B";"DB-605B";"DB-605B";;
"engine_model/1650-1";"
Engine model: V-1650-1";"V-1650-1";"V-1650-1";"V-1650-1";"V-1650-1";"V-1650-1";"V-1650-1";"V-1650-1";"V-1650-1";"V-1650-1";"V-1650-1";"V-1650-1";"V-1650-1";"V-1650-1";"V-1650-1";"V-1650-1";"V-1650-1";"V-1650-1";"V-1650-1";"V-1650-1";;
"engine_model/agt_1500";"
Engine model: AGT1500";"AGT1500";"AGT1500";"AGT1500";"AGT1500";"AGT1500";"AGT1500";"AGT1500";"AGT1500";"AGT1500";"AGT1500";"AGT1500";"AGT1500";"AGT1500";"AGT1500";"AGT1500";"AGT1500";"AGT1500";"AGT1500";"AGT1500";;
"engine_model/cv12_6a";"
Engine model: CV12-6A";"CV12-6A";"CV12-6A";"CV12-6A";"CV12-6A";"CV12-6A";"CV12-6A";"CV12-6A";"CV12-6A";"CV12-6A";"CV12-6A";"CV12-6A";"CV12-6A";"CV12-6A";"CV12-6A";"CV12-6A";"CV12-6A";"CV12-6A";"CV12-6A";"CV12-6A";;
"engine_model/mb_838_ca_m500";"
Engine model: MB 838 Ca-M500";"MB 838 Ca-M500";"MB 838 Ca-M500";"MB 838 Ca-M500";"MB 838 Ca-M500";"MB 838 Ca-M500";"MB 838 Ca-M500";"MB 838 Ca-M500";"MB 873 Ka-501";"MB 838 Ca-M500";"MB 838 Ca-M500";"MB 838 Ca-M500";"MB 838 Ca-M500";"MB 838 Ca-M500";"MB 838 Ca-M500";"MB 838 Ca-M500";"MB 838 Ca-M500";"MB 838 Ca-M500";"MB 838 Ca-M500";"MB 873 Ka-501";;
"engine_model/mb_873_ka_501";"
Engine model: MB 873 Ka-501";"MB 873 Ka-501";"MB 873 Ka-501";"MB 873 Ka-501";"MB 873 Ka-501";"MB 873 Ka-501";"MB 873 Ka-501";"MB 873 Ka-501";"MB 873 Ka-501";"MB 873 Ka-501";"MB 873 Ka-501";"MB 873 Ka-501";"MB 873 Ka-501";"MB 873 Ka-501";"MB 873 Ka-501";"MB 873 Ka-501";"MB 873 Ka-501";"MB 873 Ka-501";"MB 873 Ka-501";"MB 873 Ka-501";;
"engine_model/mt_883";"
Engine model: MT 833";;;;;"MT 883";;;;;;;"MT 883";;;;"MT 883";;;;;
"engine_model/v8x_1500";"
Engine model: V8X-1500";"V8X-1500";"V8X-1500";"V8X-1500";"V8X-1500";"V8X-1500";"V8X-1500";"V8X-1500";"V8X-1500";"V8X-1500";"V8X-1500";"V8X-1500";"V8X-1500";"V8X-1500";"V8X-1500";"V8X-1500";"V8X-1500";"V8X-1500";"V8X-1500";"V8X-1500";;
"engine_model/dsi_14";"
Engine model: DSI14";"DSI14";"DSI14";"DSI14";"DSI14";"DSI14";"DSI14";"DSI14";"DSI14";"DSI14";"DSI14";"DSI14";"DSI14";"DSI14";"DSI14";"DSI14";"DSI14";"DSI14";"DSI14";"DSI14";;
"engine_model/di_16";"
Engine model: DI16";"DI16";"DI16";"DI16";"DI16";"DI16";"DI16";"DI16";"DI16";"DI16";"DI16";"DI16";"DI16";"DI16";"DI16";"DI16";"DI16";"DI16";"DI16";"DI16";;
"engine_model/vk-2500-ii";"
Engine model: VK-2500-II";"VK-2500-II";"VK-2500-II";"VK-2500-II";"VK-2500-II";"ВК-2500-II";"WK-2500-II";"VK-2500-II";"VK-2500-II";"VK-2500-II";"VK-2500-II";"VK-2500-II";"ВК-2500-II";"VK-2500-II";"VK-2500-II";"VK-2500-II";"ВК-2500-II";"VK-2500-II";"VK-2500-II";"VK-2500-II";;
"engine_model/T700-GE-401C";"
Engine model: T700-GE-401C";"T700-GE-401C";"T700-GE-401C";"T700-GE-401C";"T700-GE-401C";"T700-GE-401C";"T700-GE-401C";"T700-GE-401C";"T700-GE-401C";"T700-GE-401C";"T700-GE-401C";"T700-GE-401C";"T700-GE-401C";"T700-GE-401C";"T700-GE-401C";"T700-GE-401C";"T700-GE-401C";"T700-GE-401C";"T700-GE-401C";"T700-GE-401C";;
"engine_model/am-42fb";"
Engine model: AM-42FB";"AM-42FB";"AM-42FB";"AM-42FB";"AM-42FB";"АМ-42ФБ";"AM-42FB";"AM-42FB";"AM-42FB";"AM-42FB";"AM-42FB";"AM-42FB";"AM-42FB";"AM-42FB";"AM-42FB";"AM-42FB";"АМ-42ФБ";"AM-42FB";"AM-42FB";"AM-42FB";;
"engine_model/rb199_34r_mk101";"
Engine model: RB199-34R Mk. 101";"RB199-34R Mk. 101";"RB199-34R Mk. 101";"RB199-34R Mk. 101";"RB199-34R Mk. 101";"RB199-34R Mk. 101";"RB199-34R Mk. 101";"RB199-34R Mk. 101";"RB199-34R Mk. 101";"RB199-34R Mk. 101";"RB199-34R Mk. 101";"RB199-34R Mk. 101";"RB199-34R Mk. 101";"RB199-34R Mk. 101";"RB199-34R Mk. 101";"RB199-34R Mk. 101";"RB199-34R Mk. 101";"RB199-34R Mk. 101";"RB199-34R Mk. 101";"RB199-34R Mk. 101";;
"engine_model/rb199_34r_mk103";"
Engine model: RB199-34R Mk. 103";"RB199-34R Mk. 103";"RB199-34R Mk. 103";"RB199-34R Mk. 103";"RB199-34R Mk. 103";"RB199-34R Mk. 103";"RB199-34R Mk. 103";"RB199-34R Mk. 103";"RB199-34R Mk. 103";"RB199-34R Mk. 103";"RB199-34R Mk. 103";"RB199-34R Mk. 103";"RB199-34R Mk. 103";"RB199-34R Mk. 103";"RB199-34R Mk. 103";"RB199-34R Mk. 103";"RB199-34R Mk. 103";"RB199-34R Mk. 103";"RB199-34R Mk. 103";"RB199-34R Mk. 103";;
"engine_model/rb199_34r_mk104";"
Engine model: RB199-34R Mk. 104";"RB199-34R Mk. 104";"RB199-34R Mk. 104";"RB199-34R Mk. 104";"RB199-34R Mk. 104";"RB199-34R Mk. 104";"RB199-34R Mk. 104";"RB199-34R Mk. 104";"RB199-34R Mk. 104";"RB199-34R Mk. 104";"RB199-34R Mk. 104";"RB199-34R Mk. 104";"RB199-34R Mk. 104";"RB199-34R Mk. 104";"RB199-34R Mk. 104";"RB199-34R Mk. 104";"RB199-34R Mk. 104";"RB199-34R Mk. 104";"RB199-34R Mk. 104";"RB199-34R Mk. 104";;
"engine_model/rb199_34r_mk105";"
Engine model: RB199-34R Mk. 105";"RB199-34R Mk. 105";"RB199-34R Mk. 105";"RB199-34R Mk. 105";"RB199-34R Mk. 105";"RB199-34R Mk. 105";"RB199-34R Mk. 105";"RB199-34R Mk. 105";"RB199-34R Mk. 105";"RB199-34R Mk. 105";"RB199-34R Mk. 105";"RB199-34R Mk. 105";"RB199-34R Mk. 105";"RB199-34R Mk. 105";"RB199-34R Mk. 105";"RB199-34R Mk. 105";"RB199-34R Mk. 105";"RB199-34R Mk. 105";"RB199-34R Mk. 105";"RB199-34R Mk. 105";;
"engine_model/artouste_iic6";"
Engine model: Artouste IIC6";"Artouste IIC6";"Artouste IIC6";"Artouste IIC6";"Artouste IIC6";"Artouste IIC6";"Artouste IIC6";"Artouste IIC6";"Artouste IIC6";"阿\t图\t斯\t特 IIC6";"Artouste IIC6";"Artouste IIC6";"Artouste IIC6";"Artouste IIC6";"Artouste IIC6";"아투스테 IIC6";"Artouste IIC6";"Artouste IIC6";"阿\t圖\t斯\t特 IIC6";"Artouste IIC6";;
"engine_model/t53l13";"
Engine model: T53-L-13";"T53-L-13";"T53-L-13";"T53-L-13";"T53-L-13";"T53-L-13";"T53-L-13";"T53-L-13";"T53-L-13";"T53-L-13";"T53-L-13";"T53-L-13";"T53-L-13";"T53-L-13";"T53-L-13";"T53-L-13";"T53-L-13";"T53-L-13";"T53-L-13";"T53-L-13";;
"engine_model/250c20b";"
Engine model: 250-C20B";"250-C20B";"250-C20B";"250-C20B";"250-C20B";"250-C20B";"250-C20B";"250-C20B";"250-C20B";"250-C20B";"250-C20B";"250-C20B";"250-C20B";"250-C20B";"250-C20B";"250-C20B";"250-C20B";"250-C20B";"250-C20B";"250-C20B";;
"engine_model/250c20r3";"
Engine model: 250-C20R3";"250-C20R3";"250-C20R3";"250-C20R3";"250-C20R3";"250-C20R3";"250-C20R3";"250-C20R3";"250-C20R3";"250-C20R/3";"250-C20R3";"250-C20R3";"250-C20R3";"250-C20R3";"250-C20R3";"250-C20R3";"250-C20R3";"250-C20R3";"250-C20R3";"250-C20R3";;
"engine_model/14n-66";"
Engine model: 14N-66";"14N-66";"14N-66";"14N-66";"14N-66";"14N-66";"14N-66";"14N-66";"14N-66";"14N-66";"14N-66";"14N-66";"14N-66";"14N-66";"14N-66";"14N-66";"14N-66";"14N-66";"14N-66";"14N-66";;
"engine_model/14n-67";"
Engine model: 14N-67";"14N-67";"14N-67";"14N-67";"14N-67";"14N-67";"14N-67";"14N-67";"14N-67";"14N-67";"14N-67";"14N-67";"14N-67";"14N-67";"14N-67";"14N-67";"14N-67";"14N-67";"14N-67";"14N-67";;
"engine_model/j57_p_21";"
Engine model: J57-P-21";"J57P21";"J57P21";"J57P21";"J57P21";"J57P21";"J57P21";"J57P21";"J57P21";"J57-P-21";"J57P21";"J57P21";"J57P21";"J57P21";"J57-P-21";"J57P21";"J57P21";"J57P21";"J57-P-21";"J57-P-21";;
"engine_model/rd-9b";"
Engine model: RD-9B";"RD-9B";"RD-9B";"RD-9B";"RD-9B";"РД-9Б";"RD-9B";"RD-9B";"RD-9B";"RD-9B";"RD-9B";"RD-9B";"РД-9Б";"RD-9B";"RD-9B";"RD-9B";"РД-9Б";"RD-9B";"RD-9B";"RD-9B";;
"engine_model/sapphire_mk_205";"
Engine model: Sapphire Mk. 205";"Sapphire Mk. 205";"Sapphire Mk. 205";"Sapphire Mk. 205";"Sapphire Mk. 205";"Sapphire Mk. 205";"Sapphire Mk. 205";"Sapphire Mk. 205";"Sapphire Mk. 205";"蓝\t宝\t石 Mk. 205";"サファイア Mk. 205";"Sapphire Mk. 205";"Sapphire Mk. 205";"Sapphire Mk. 205";"Sapphire Mk. 205";"사파이어 Mk. 205";"Sapphire Mk. 205";"Sapphire Mk. 205";"藍\t寶\t石 Mk. 205";"“蓝\t宝\t石”\tMk. 205";;
"engine_model/sapphire_mk_206";"
Engine model: Sapphire Mk. 206";"Sapphire Mk. 206";"Sapphire Mk. 206";"Sapphire Mk. 206";"Sapphire Mk. 206";"Sapphire Mk. 206";"Sapphire Mk. 206";"Sapphire Mk. 206";"Sapphire Mk. 206";"蓝\t宝\t石 Mk. 206";"サファイア Mk. 206";"Sapphire Mk. 206";"Sapphire Mk. 206";"Sapphire Mk. 206";"Sapphire Mk. 206";"사파이어 Mk. 206";"Sapphire Mk. 206";"Sapphire Mk. 206";"藍\t寶\t石 Mk. 206";"“蓝\t宝\t石”\tMk. 206";;
"engine_model/14_n_25";"
Engine model: 14 N 25";"14 N 25";"14 N 25";"14 N 25";"14 N 25";"14 N 25";"14 N 25";"14 N 25";"14 N 25";"14N-25";"14 N 25";"14 N 25";"14 N 25";"14 N 25";"14 N 25";"14 N 25";"14 N 25";"14 N 25";"14N-25";"14N-25";;
"engine_model/sapphire_mk_209";"
Engine model: Sapphire Mk. 209";"Sapphire Mk. 209";"Sapphire Mk. 209";"Sapphire Mk. 209";"Sapphire Mk. 209";"Sapphire Mk. 209";"Sapphire Mk. 209";"Sapphire Mk. 209";"Sapphire Mk. 209";"蓝\t宝\t石 Mk. 209";"サファイア Mk. 209";"Sapphire Mk. 209";"Sapphire Mk. 209";"Sapphire Mk. 209";"Sapphire Mk. 209";"사파이어 Mk. 209";"Sapphire Mk. 209";"Sapphire Mk. 209";"藍\t寶\t石 Mk. 209";"“蓝\t宝\t石”\tMk. 209";;
"engine_model/sapphire_mk_210";"
Engine model: Sapphire Mk. 210";"Sapphire Mk. 210";"Sapphire Mk. 210";"Sapphire Mk. 210";"Sapphire Mk. 210";"Sapphire Mk. 210";"Sapphire Mk. 210";"Sapphire Mk. 210";"Sapphire Mk. 210";"蓝\t宝\t石 Mk. 210";"サファイア Mk. 210";"Sapphire Mk. 210";"Sapphire Mk. 210";"Sapphire Mk. 210";"Sapphire Mk. 210";"사파이어 Mk. 210";"Sapphire Mk. 210";"Sapphire Mk. 210";"藍\t寶\t石 Mk. 210";"“蓝\t宝\t石”\tMk. 210";;
"engine_model/sapphire_mk_assa_7";"
Engine Model: Sapphire ASSa.7";"Sapphire ASSa.7";"Sapphire ASSa.7";"Sapphire ASSa.7";"Sapphire ASSa.7";"Sapphire ASSa.7";"Sapphire ASSa.7";"Sapphire ASSa.7";"Sapphire ASSa.7";"Sapphire ASSa.7";"Sapphire ASSa.7";"Sapphire ASSa.7";"Sapphire ASSa.7";"Sapphire ASSa.7";"Sapphire ASSa.7";"Sapphire ASSa.7";"Sapphire ASSa.7";"Sapphire ASSa.7";"Sapphire ASSa.7";"Sapphire ASSa.7";"Sapphire ASSa.7";;
"engine_model/db_603s";"
Engine model: DB-603A(S)";"DB-603A(S)";"DB-603A(S)";"DB-603A(S)";"DB-603A(S)";"DB-603A(S)";"DB-603A(S)";"DB-603A(S)";"DB-603A(S)";"DB-603A (DB-603S)";"DB-603A(S)";"DB-603A(S)";"DB-603A(S)";"DB-603A(S)";"DB 603A(S)";"DB-603A(S)";"DB-603A(S)";"DB-603A(S)";"DB-603A (DB-603S)";"DB-603A (DB-603S)";;
"engine_model/r_2600_6";"
Engine model: R-2600-6";"R-2600-6";"R-2600-6";"R-2600-6";"R-2600-6";"R-2600-6";"R-2600-6";"R-2600-6";"R-2600-6";"R-2600-6";"R-2600-6";"R-2600-6";"R-2600-6";"R-2600-6";"R-2600-6";"R-2600-6";"R-2600-6";"R-2600-6";"R-2600-6";"R-2600-6";;
"engine_model/r_2600_12";"
Engine model: R-2600-12";"R-2600-12";"R-2600-12";"R-2600-12";"R-2600-12";"R-2600-12";"R-2600-12";"R-2600-12";"R-2600-12";"R-2600-12";"R-2600-12";"R-2600-12";"R-2600-12";"R-2600-12";"R-2600-12";"R-2600-12";"R-2600-12";"R-2600-12";"R-2600-12";"R-2600-12";;
"engine_model/1710-63";"
Engine model: V-1710-63";"V-1710-63";"V-1710-63";"V-1710-63";"V-1710-63";"V-1710-63";"V-1710-63";"V-1710-63";"V-1710-63";"V-1710-63";"V-1710-63";"V-1710-63";"V-1710-63";"V-1710-63";"V-1710-63";"V-1710-63";"V-1710-63";"V-1710-63";"V-1710-63";"V-1710-63";;
"engine_model/r_2600_22";"
Engine model: R-2600-22";"R-2600-22";"R-2600-22";"R-2600-22";"R-2600-22";"R-2600-22";"R-2600-22";"R-2600-22";"R-2600-22";"R-2600-22";"R-2600-22";"R-2600-22";"R-2600-22";"R-2600-22";"R-2600-22";"R-2600-22";"R-2600-22";"R-2600-22";"R-2600-22";"R-2600-22";;
"engine_model/bmw801tj";"
Engine model: 801TJ";"801TJ";"801TJ";"801TJ";"801TJ";"801TJ";"801TJ";"801TJ";"801TJ";"801TJ";"801TJ";"801TJ";"801TJ";"801TJ";"801 TJ";"801TJ";"801TJ";"801TJ";"801TJ";"801TJ";;
"engine_model/m-88p";"
Engine model: M-88R";"M-88R";"M-88R";"M-88R";"M-88R";"М-88Р";"M-88R";"M-88R";"M-88R";"M-88R";"M-88R";"M-88R";"M-88R";"M-88R";"M-88R";"M-88R";"М-88Р";"M-88R";"M-88R";"M-88R";;
"engine_model/r2800-34";"
Engine model: R-2800-34";"R-2800-34";"R-2800-34";"R-2800-34";"R-2800-34";"R-2800-34";"R-2800-34";"R-2800-34";"R-2800-34";"R-2800-34";"R-2800-34";"R-2800-34";"R-2800-34";"R-2800-34";"R-2800-34";"R-2800-34";"R-2800-34";"R-2800-34";"R-2800-34";"R-2800-34";;
"engine_model/atar_101g_2";"
Engine model: Atar 101G2";"Atar 101G2";"Atar 101G2";"Atar 101G2";"Atar 101G2";"Atar 101G2";"Atar 101G2";"Atar 101G2";"Atar 101G2";"阿\t塔 101G2";"Atar 101G2";"Atar 101G2";"Atar 101G2";"Atar 101G2";"Atar 101G2";"아타 101G2";"Atar 101G2";"Atar 101G2";"阿\t爾\t塔 101G2";"“阿\t塔\t尔”\t101G2";;
"engine_model/TF40-801A";"
Engine model: TF40-801A";"TF40-801A";"TF40-801A";"TF40-801A";"TF40-801A";"TF40-801A";"TF40-801A";"TF40-801A";"TF40-801A";"TF40-801A";"TF40-801A";"TF40-801A";"TF40-801A";"TF40-801A";"TF40-801A";"TF40-801A";"TF40-801A";"TF40-801A";"TF40-801A";"TF40-801A";;
"engine_model/J85-GE-13A";"
Engine model: J85-GE-13A";"J85-GE-13A";"J85-GE-13A";"J85-GE-13A";"J85-GE-13A";"J85-GE-13A";"J85-GE-13A";"J85-GE-13A";"J85-GE-13A";"J85-GE-13A";"J85-GE-13A";"J85-GE-13A";"J85-GE-13A";"J85-GE-13A";"J85-GE-13A";"J85-GE-13A";"J85-GE-13A";"J85-GE-13A";"J85-GE-13A";"J85-GE-13A";;
"engine_model/db_605a1";"
Engine model: DB-605A1";"DB-605A1";"DB-605A1";"DB-605A1";"DB-605A1";"DB-605A1";"DB-605A1";"DB-605A1";"DB-605A1";"DB-605A1";"DB-605A1";"DB-605A1";"DB-605A1";"DB-605A1";"DB 605A1";"DB-605A1";"DB-605A1";"DB-605A1";"DB-605A1";"DB-605A1";;
"engine_model/orenda_14";"
Engine model: Orenda 14";"Orenda 14";"Orenda 14";"Orenda 14";"Orenda 14";"Orenda 14";"Orenda 14";"Orenda 14";"Orenda 14";"奥\t伦\t达 14 型";"Orenda 14";"Orenda 14";"Orenda 14";"Orenda 14";"Orenda 14";"오렌다 14";"Orenda 14";"Orenda 14";"奧\t倫\t達 14 型";"“奥\t伦\t达”\t14 型";;
"engine_model/nene-mk103";"
Engine model: Nene-Mk. 103";"Nene-Mk. 103";"Nene-Mk. 103";"Nene-Mk. 103";"Nene-Mk. 103";"Nene-Mk. 103";"Nene-Mk. 103";"Nene-Mk. 103";"Nene-Mk. 103";"尼\t恩\t-Mk. 103";"Nene-Mk. 103";"Nene-Mk. 103";"Nene-Mk. 103";"Nene-Mk. 103";"Nene Mk. 103";"넨-Mk. 103";"Nene-Mk. 103";"Nene-Mk. 103";"尼\t恩 Mk. 103";"“尼\t恩”\tMk. 103";;
"engine_model/astazou_14";"
Engine model: Astazou XIV";"Astazou XIV";"Astazou XIV";"Astazou XIV";"Astazou XIV";"Astazou XIV";"Astazou XIV";"Astazou XIV";"Astazou XIV";"阿\t斯\t泰\t阻 XIV";"Astazou XIV";"Astazou XIV";"Astazou XIV";"Astazou XIV";"Astazou XIV";"아스타주 XIV";"Astazou XIV";"Astazou XIV";"阿\t斯\t泰\t阻 XIV";"“阿\t斯\t泰\t阻”\tXIV";;
